flickr_audio_uid,keyword
children_058_2596876977_b61ee7ee78_1_000066-000131,child
men_007_3603301825_5817727be2_2_000049-000073,man
man_045_2504764590_cf017c2a6e_1_000011-000039,man
water_043_2633201394_ee4a7666ed_1_000115-000145,water
bat_131_3516312179_f520469038_0_000391-000433,bat
taking_131_3399944164_ec24123945_4_000107-000152,take
girl_036_2715337869_e4fe36db50_2_000000-000031,girl
hair_019_2766854400_640e2abe08_3_000077-000095,hair
silhouette_042_293151893_ee7249eccb_0_000015-000087,silhouette
shorts_006_1685463722_55843b6d3c_1_000114-000150,short
dog_007_224702242_a62aaa6dff_3_000060-000090,dog
girl_004_358559906_d5f3f584f4_2_000011-000055,girl
dogs_089_365274901_576b0f8241_2_000020-000068,dog
bucket_007_299181827_8dc714101b_0_000221-000266,bucket
dog_017_1552065993_b4dcd2eadf_0_000014-000053,dog
women_052_3721799573_2f470950e0_3_000029-000056,woman
play_005_3442272060_f9155194c2_4_000113-000146,play
woman_005_856985136_649c0a3881_1_000016-000058,woman
run_007_673806038_0a3682a83f_3_000086-000113,run
track_132_3427614912_b147d083b2_0_000181-000218,track
seat_168_1390268323_2c8204e91c_0_000374-000425,seat
people_046_3469585782_e708496552_4_000358-000401,people
platform_007_2789648482_1df61f224a_1_000147-000208,platform
ear_020_123889082_d3751e0350_2_000308-000341,ear
girls_017_2868324804_5cc8030484_3_000032-000077,girl
pool_046_3567604049_da9e1be4ba_3_000264-000299,pool
mouth_014_2299427360_422a3fb8b0_1_000218-000264,mouth
people_007_3210419174_d083a16f77_1_000045-000080,people
raises_049_2435166927_28b8130660_4_000064-000094,raise
ball_058_2186139563_e60c1d4b8b_1_000178-000222,ball
dog_020_2949353587_64c54e9589_2_000045-000077,dog
talk_039_241345596_91e0e2daf5_4_000218-000253,talk
dogs_024_3324375078_9441f72898_4_000068-000106,dog
man_017_3726170067_094cc1b7e5_3_000017-000056,man
dog_016_3545779287_8f52e06909_3_000052-000082,dog
arms_117_3469585782_e708496552_3_000243-000284,arm
child_004_2766726291_b83eb5d315_2_000015-000061,child
dog_028_2116316160_d5fa7abdc3_1_000060-000106,dog
slipper_111_1801874841_4c12055e2f_3_000355-000433,slipper
group_049_3468275336_61936db92d_1_000315-000338,group
dog_166_3455419642_894d03f153_3_000084-000127,dog
dog_014_1501811302_5e723fc529_1_000083-000114,dog
guitar_006_3628103548_2708abcda2_4_000200-000239,guitar
runs_095_2089122314_40d5739aef_2_000184-000215,run
girl_005_3491013009_572cf2c18a_3_000409-000453,girl
herding_033_2768021570_46bc6325e3_4_000080-000124,herd
man_002_1423997242_ea2189ec5e_4_000011-000057,man
prisoner_049_3090600019_8808fe7a9d_4_000329-000376,prisoner
sitting_062_3406116788_c8f62e32d1_4_000077-000113,sit
girl_100_1449692616_60507875fb_1_000043-000085,girl
dog_019_2244024374_54d7e88c2b_1_000225-000253,dog
woman_085_1784309115_0ad6791146_3_000058-000092,woman
ball_045_524036004_6747cf909b_1_000199-000231,ball
jumps_017_2315418282_80bd0bb1c0_1_000048-000079,jump
shorts_004_3684518763_f3490b647a_4_000166-000231,short
hangs_120_2423894412_d952d5d103_3_000048-000104,hang
drinks_017_1452361926_6d8c535e32_2_000205-000244,drink
dog_046_2280354512_c0d035d53f_2_000043-000080,dog
dog_024_537479916_c033897fac_3_000092-000130,dog
dog_117_3091338773_9cf10467b4_4_000135-000177,dog
dog_112_1019077836_6fc9b15408_0_000050-000086,dog
plays_002_3315353266_70f0bbb1c3_4_000042-000081,play
bikini_042_494329594_6e751372a0_0_000163-000218,bikini
girl_157_2136514643_93d8f75a77_3_000082-000117,girl
sidewalk_009_2330843604_b8d75d6ac7_0_000178-000246,sidewalk
jump_008_3431101934_99a6c55914_0_000339-000363,jump
jumps_005_3257277774_aba333a94c_2_000066-000100,jump
stick_066_2497608431_8dfefc7a1a_4_000175-000203,stick
shakes_046_2279945145_8815c59217_2_000041-000076,shake
snow_061_3189251454_03b76c2e92_1_000280-000326,snow
wave_009_3627679667_0e3de9fc90_2_000195-000232,wave
water_025_308956341_642589e9cc_0_000151-000187,water
car_018_3533775651_9d7e93dacf_2_000186-000220,car
city_018_3533775651_9d7e93dacf_2_000349-000377,city
woman_007_3293753378_7a8ddb98b2_0_000118-000158,woman
plays_007_3518608016_46453d8b18_4_000045-000077,play
dog_014_3076928208_5763e9eb8c_2_000079-000119,dog
building_019_3580741947_cc64a83648_4_000221-000259,building
dog_027_944788251_a0bcd4b960_0_000262-000297,dog
dog_016_3074617663_2f2634081d_1_000014-000043,dog
man_033_481732592_b50194cb89_3_000077-000120,man
flames_018_3296124052_6f1d1c9f8d_3_000155-000218,flame
girl_099_539667015_fd0a3bea07_1_000012-000037,girl
branches_005_3356642567_f1d92cb81b_1_000378-000437,branch
splashing_018_3758175529_81941e7cc9_3_000053-000102,splash
girl_039_482830610_13a0a6c924_3_000012-000039,girl
bed_052_2641288004_30ce961211_2_000122-000153,bed
man_033_3040051410_6205682ba3_0_000009-000047,man
runner_053_3421177332_a05741cfa4_0_000211-000252,runner
water_038_2785115802_137fa30000_2_000169-000214,water
boy_011_2548777800_d7b9cf1c2b_3_000021-000061,boy
running_005_3326086533_23a0a54a8e_3_000166-000197,run
dogs_014_2257798999_d9d1b9a45a_4_000024-000070,dog
dogs_009_2090723611_318031cfa5_0_000000-000035,dog
hill_031_2330062180_355ccbceb5_2_000232-000267,hill
girl_006_424869823_7aec015d87_0_000041-000089,girl
holding_162_3587449716_3bf1552c36_1_000296-000341,hold
group_014_533713001_2d36e93509_3_000075-000116,group
dog_032_3463922449_f6040a2931_1_000012-000040,dog
people_159_530661899_94655d7d0e_3_000031-000084,people
street_086_405961988_fcfe97f31e_2_000250-000315,street
dogs_077_447722389_4b51b7e13d_4_000026-000062,dog
leash_017_411863595_d77156687e_3_000264-000314,leash
look_019_3726629271_7639634703_2_000060-000078,look
boy_010_3151860914_46e30cd5ea_1_000013-000044,boy
chairs_006_3401039304_424ffc7dbf_4_000197-000259,chair
dog_004_460350019_af60511a3b_0_000048-000080,dog
man_007_3046259614_614394e024_0_000009-000039,man
sledding_033_3185662156_c877583c53_4_000116-000160,sled
floor_017_3035785330_2fd5e32bb1_2_000296-000343,floor
boy_007_2371749487_d80195a2e7_0_000010-000034,boy
dog_030_237547381_aa17c805e0_3_000071-000114,dog
stands_007_3113769557_9edbb8275c_1_000040-000076,stand
water_046_462198798_89e2df0358_4_000148-000159,water
sitting_005_3339558806_b4afdc8394_2_000511-000556,sit
girl_025_2136514643_93d8f75a77_2_000208-000237,girl
walking_066_2519594430_551225e5bd_4_000068-000107,walk
runs_017_3450776690_38605c667d_1_000163-000202,run
shirt_002_2687229880_97cfd8148e_1_000151-000198,shirt
man_058_2952751562_ff1c138286_4_000000-000027,man
grass_155_2877637572_641cd29901_2_000194-000249,grass
boy_017_1132772170_600610c5df_2_000398-000430,boy
man_049_3417231408_6ce951c011_1_000008-000036,man
water_019_1273001772_1585562051_3_000135-000171,water
girl_014_1248953128_24c9f8d924_4_000034-000071,girl
girl_030_3021318991_fa28e3bca7_2_000014-000066,girl
walls_033_997338199_7343367d7f_4_000483-000560,wall
ball_017_1229756013_94663527d7_1_000236-000276,ball
licks_007_3535084928_858544f49a_0_000085-000112,lick
water_084_2089442007_6fc798548c_3_000271-000326,water
stairs_038_3518118675_5053b3f738_1_000202-000273,stair
dog_019_3595992258_6f192e6ae7_4_000074-000104,dog
squatting_037_2182050469_1edac0bc60_4_000017-000062,squat
sitting_046_3486154327_8be7c78569_1_000082-000122,sit
blue_017_47871819_db55ac4699_0_000108-000143,blue
man_085_2474918824_88660c7757_4_000064-000095,man
pool_044_2559638792_a803ff63d1_3_000238-000283,pool
dog_005_2862469183_a4334b904a_0_000362-000403,dog
dog_003_2982928615_06db40f4cd_4_000011-000044,dog
woman_005_3643684616_9d2be87a5a_1_000387-000436,woman
dog_010_2578395598_6982734d46_2_000074-000112,dog
man_019_134894450_dadea45d65_3_000049-000071,man
leashes_100_3454199170_ae26917dcd_4_000207-000268,leash
running_025_2923497185_c64004ff2d_0_000159-000190,run
dog_028_351876121_c7c0221928_3_000020-000065,dog
edge_049_1428578577_82864facae_4_000104-000124,edge
woman_028_3388094307_5a83be64a5_2_000010-000056,woman
running_107_311267421_e204e643cf_3_000086-000118,run
bird_027_3210457502_c6030ce567_2_000041-000063,bird
sidewalk_028_3467843559_a457ce37b6_0_000165-000235,sidewalk
reads_053_426805536_d1d5e68c17_0_000126-000158,read
bandage_007_696663662_232edd58af_4_000315-000376,bandage
bars_011_1956944011_c5661d3f22_2_000153-000192,bar
wall_005_1355450069_c0675b0706_0_000202-000258,wall
standing_017_3358621566_12bac2e9d2_3_000074-000127,stand
bed_042_696663662_232edd58af_0_000262-000304,bed
clothing_042_2090386465_b6ebb7df2c_2_000164-000223,clothing
dog_004_537390477_7dd3407f96_1_000137-000167,dog
dress_038_2592711202_55f8c64495_4_000082-000120,dress
holding_116_1417295167_5299df6db8_4_000069-000100,hold
jogs_017_2649705487_4605e879e9_2_000055-000093,jog
shovel_042_751074141_feafc7b16c_2_000343-000406,shovel
player_016_3046949818_245b05f507_3_000063-000093,player
dog_036_374567836_3ae12ecffb_2_000009-000045,dog
man_071_3494105596_f05cb0d56f_2_000000-000039,man
swing_005_3638688673_176f99d7fd_0_000099-000153,swing
player_019_3726130458_07df79e969_2_000074-000108,player
bat_042_3517124784_4b4eb62a7a_4_000428-000462,bat
girl_125_3691592651_6e4e7f1da9_0_000012-000058,girl
dog_004_2326730558_75c20e5033_2_000029-000069,dog
shirt_005_532036676_e88b13e0a1_2_000156-000211,shirt
face_031_247618600_239eeac405_0_000203-000247,face
children_002_3210705660_2b14b7fb36_3_000156-000216,child
catches_098_2287023569_fd7a9c60b8_3_000079-000118,catch
woman_060_3758787457_1a903ee1e9_4_000007-000040,woman
man_116_3082196097_2d15455b00_0_000114-000142,man
people_010_3210419174_d083a16f77_0_000067-000115,people
hair_011_3569420080_72fbe84751_0_000303-000328,hair
dogs_004_98377566_e4674d1ebd_0_000094-000142,dog
plays_006_3428038648_993a453f9e_4_000057-000103,play
goggles_160_654130822_4aeb1f1273_1_000071-000114,goggle
water_010_862054277_34b5a6f401_4_000609-000658,water
holding_043_3520199925_ca18d0f41e_1_000127-000170,hold
dog_019_1089181217_ee1167f7af_0_000033-000060,dog
smiles_010_2076906555_c20dc082db_3_000190-000240,smile
runs_017_747242766_afdc9cb2ba_2_000082-000110,run
carpet_151_2545192257_142fe9e2de_3_000185-000230,carpet
people_127_537225246_dd0e2158a7_3_000022-000057,people
finger_033_3041384194_04316bd416_2_000386-000435,finger
child_033_272988646_1588bde6a8_3_000416-000487,child
truck_019_3726120436_740bda8416_2_000345-000387,truck
girl_049_3482474257_a88bfe5c57_4_000036-000062,girl
game_041_2975253472_0f0c2dea70_1_000100-000114,game
runners_006_900144365_03cd1899e3_4_000055-000094,runner
field_005_3557295488_600d387347_4_000293-000330,field
preparing_059_1472653060_7427d2865a_2_000071-000116,prepare
boy_017_3612538549_2828b45867_4_000013-000042,boy
girl_007_1056359656_662cee0814_3_000042-000068,girl
person_046_3641999223_942f8198cc_2_000008-000051,person
run_052_272940778_a184dbea42_3_000084-000108,run
snow_096_392467282_00bb22e201_2_000144-000188,snow
laying_093_340425915_490293058f_4_000412-000468,lay
hair_024_327997381_55f90dc834_3_000185-000215,hair
snow_020_3259119085_21613b69df_0_000077-000107,snow
faces_005_1079274291_9aaf896cc1_1_000128-000213,face
snow_083_2364394224_c17b09e035_4_000319-000362,snow
shorts_071_3494105596_f05cb0d56f_2_000176-000230,short
glass_129_3442844140_15aa45e9b8_4_000232-000298,glass
dog_017_1187435567_18173c148b_4_000047-000084,dog
dog_007_2831672255_d779807c14_2_000176-000206,dog
stick_005_1187593464_ce862352c6_0_000384-000430,stick
children_035_3270273940_61ef506f05_2_000030-000073,child
legs_042_1566117559_f5d98fbeb0_2_000271-000314,leg
shovel_042_2242178517_2325b85e5f_3_000397-000436,shovel
man_017_3699763582_f28c5130dd_0_000052-000083,man
runs_004_2325816912_b3bb41cdbb_1_000088-000122,run
desert_004_2234910971_80e0325918_3_000188-000229,desert
hair_007_3341489212_a879e1544a_1_000118-000149,hair
rides_070_2394003437_184a838aa9_2_000050-000077,ride
play_046_1606988704_fe330878a3_2_000074-000106,play
scramble_017_3053785363_50392f2c53_3_000149-000207,scramble
object_015_1454678644_7e5a371301_0_000379-000435,object
dog_049_3048211972_db71d104c2_3_000016-000050,dog
dog_038_1436760519_8d6101a0ed_2_000080-000116,dog
bear_120_2670560883_7e7b563092_2_000209-000299,bear
snow_116_3506869953_802f463178_2_000076-000119,snow
man_033_3348785391_c243faf6bb_0_000012-000057,man
swings_049_3515451715_ac5ac04efa_4_000084-000124,swing
desert_053_263231469_e85c74f5fd_1_000261-000308,desert
smokes_025_2250870111_8402d2319d_3_000057-000100,smoke
ball_017_3415809168_af9dabdba5_1_000300-000331,ball
running_033_510197538_0a11b94460_4_000252-000293,run
swings_021_3640417354_b0b3e4aec9_3_000182-000238,swing
dog_041_3377344932_6dfce93248_3_000520-000544,dog
dogs_021_3117562746_62f57a02b5_4_000060-000108,dog
dog_005_2287023569_fd7a9c60b8_1_000016-000056,dog
camera_034_2690702549_cf81da8cf6_1_000130-000192,camera
sits_003_2312731013_1a3a8e25c6_3_000046-000076,sit
boy_066_1463732807_0cdf4f22c7_2_000077-000096,boy
man_025_2815788792_d226215d10_2_000008-000034,man
bench_091_1204996216_71d7519d9a_4_000183-000236,bench
toy_087_3368671163_0171259581_3_000148-000179,toy
glasses_061_388386075_9ac3a89ada_4_000178-000234,glass
dog_021_3480126681_52cea26bda_4_000032-000058,dog
dog_005_3348384389_73b6647017_0_000109-000148,dog
runs_045_1514957266_a19827c538_4_000048-000070,run
jumps_077_1030985833_b0902ea560_4_000076-000106,jump
kids_005_2266901263_4324af1f03_2_000071-000135,kid
dogs_028_2281075738_230892b241_1_000057-000095,dog
hay_005_1563731247_7f21d8bec0_1_000207-000270,hay
man_030_2891924845_92f69b0f18_1_000277-000315,man
hoop_091_2453318633_550228acd4_4_000201-000234,hoop
sand_005_3477712686_8428614c75_3_000211-000262,sand
grass_072_2969380952_9f1eb7f93b_1_000280-000343,grass
reading_017_3726590391_bc6e729bb6_3_000421-000462,read
lays_089_2662890367_382eaf83bd_2_000055-000082,lay
snake_034_3703413486_3c682732a0_3_000265-000320,snake
woman_046_1597557856_30640e0b43_2_000138-000168,woman
fingers_039_3533470072_87a5b595ba_4_000189-000245,finger
course_007_3333675897_0043f992d3_0_000202-000254,course
dogs_030_2855667597_bf6ceaef8e_2_000091-000141,dog
dog_042_3626998066_3ae11ee278_0_000056-000102,dog
bench_017_3528251308_481a28283a_3_000196-000252,bench
trunk_070_3162442331_c9711857c6_1_000200-000242,trunk
wall_019_2603125422_659391f961_4_000261-000291,wall
girls_022_3182258223_5b9c8a8c55_3_000079-000128,girl
girl_038_319847657_2c40e14113_1_000009-000040,girl
slide_009_2276120079_4f235470bc_4_000198-000240,slide
dog_010_271637337_0700f307cf_4_000047-000080,dog
uniform_057_2988439935_7cea05bc48_3_000113-000167,uniform
shirt_016_3496983524_b21ecdb0c7_3_000147-000180,shirt
woman_043_3241726740_6d256d61ec_3_000014-000047,woman
girl_083_397451339_76a84bd310_2_000031-000064,girl
women_002_3572942419_16ebdc3d46_3_000059-000092,woman
girl_033_3323419265_7fefaa9d5d_1_000035-000103,girl
child_011_1296412797_85b6d2f8d6_3_000300-000331,child
sign_037_3335375223_b4da8df523_3_000124-000179,sign
lawn_114_3581818450_546c89ca38_4_000168-000216,lawn
firefighter_023_394136487_4fc531b33a_1_000011-000111,firefighter
playing_046_3323952123_deb50b0629_4_000115-000161,play
wings_057_3128856481_86e5df4160_4_000150-000192,wing
chases_045_3515358125_9e1d796244_1_000163-000207,chase
man_077_3399843227_3b9d2a8dbf_2_000009-000038,man
woman_086_374103776_0de490c1b0_4_000160-000196,woman
rings_033_565605894_8f0bed0438_0_000200-000286,ring
fight_004_2399114095_c3196ff456_2_000069-000104,fight
field_091_284279868_2ca98e3dcd_3_000117-000142,field
stadium_004_2661567396_cbe4c2e5be_2_000325-000390,stadium
man_049_3301744710_b51280eb56_0_000015-000048,man
boy_140_2466093839_33bbc8cbd9_2_000128-000150,boy
rock_100_3458434150_2b0d619244_3_000186-000224,rock
jumping_007_2426724282_237bca30b5_4_000171-000204,jump
man_037_1414820925_3504c394e1_0_000010-000028,man
art_049_3301744710_b51280eb56_0_000245-000267,art
mouth_007_3110614694_fecc23ca65_3_000441-000485,mouth
line_004_3697378565_7060d9281a_3_000035-000060,line
woman_005_3374722123_6fe6fef449_1_000060-000102,woman
dress_011_3415228562_4efa9c9b70_1_000079-000122,dress
path_049_3579686259_b1fe6aefc9_2_000205-000253,path
children_007_2612608861_92beaa3d0b_2_000045-000094,child
people_016_3687996569_99163a41c3_0_000098-000135,people
picture_087_3646970605_d25c25340b_2_000232-000284,picture
dogs_066_2306186887_0bd8ed3792_2_000062-000096,dog
stand_065_2661294969_1388b4738c_4_000063-000107,stand
child_012_2394919002_ed7527ff93_0_000039-000082,child
set_011_3459570613_3932816d3f_4_000134-000163,set
walking_111_3105691757_817083b0a6_0_000184-000244,walk
swimming_125_2785115802_137fa30000_3_000201-000248,swim
boy_014_2884092603_786b53a74b_2_000223-000262,boy
dog_111_1801874841_4c12055e2f_3_000114-000161,dog
girl_111_1994416869_4dd769a806_2_000182-000226,girl
girl_122_510197538_0a11b94460_2_000040-000063,girl
field_007_484896012_7787d04f41_1_000156-000204,field
water_007_543291644_64539956e9_1_000144-000193,water
man_128_3004290523_d1319dfdb4_2_000016-000051,man
hands_004_3033257301_e2c8a39b04_4_000344-000416,hand
walk_092_444872454_9f51e07f88_2_000091-000116,walk
looking_046_2917057791_3d68a055ca_1_000129-000155,look
standing_007_247097023_e656d5854d_4_000159-000201,stand
air_070_1401961581_76921a75c5_2_000318-000342,air
railing_006_2259336826_0cb294e1f7_0_000242-000301,railing
woman_165_2745441424_5659f6acc8_4_000018-000061,woman
gives_017_2393911878_68afe6e6c1_2_000074-000100,give
women_026_3163323414_d1ce127aa6_4_000013-000042,woman
creek_004_3162095736_cc41dd41ff_3_000311-000355,creek
dog_090_2511762757_bd0ab0a017_4_000000-000055,dog
people_017_1368383637_614646cc4a_1_000000-000035,people
child_005_816084977_21c1811c9a_3_000060-000115,child
skirt_025_2642350864_099c0f2152_3_000346-000400,skirt
girl_017_2561319255_ce5ede291e_0_000015-000051,girl
crowd_030_3107368071_724613fc4f_1_000017-000079,crowd
gloves_005_3510218982_318f738b76_0_000432-000485,glove
water_042_2436398074_8737f40869_3_000083-000118,water
man_083_314940358_ec1958dc1d_3_000068-000103,man
field_116_2469620360_6c620c6f35_3_000110-000143,field
woman_066_2845845721_d0bc113ff7_3_000010-000034,woman
log_095_2315418282_80bd0bb1c0_2_000261-000293,log
slide_096_2988244398_5da7012fce_0_000173-000217,slide
girl_127_2209888959_d636b1be0b_2_000043-000078,girl
kid_042_3185662156_c877583c53_2_000020-000067,kid
running_002_641893280_36fd6e886a_3_000087-000114,run
area_046_536721406_884ab8fece_3_000265-000304,area
field_100_3718076407_0b4588d7bc_4_000271-000322,field
holds_007_3437315443_ba2263f92e_4_000070-000102,hold
tennis_024_3416246113_1745559b6b_4_000278-000322,tennis
people_021_1016887272_03199f49c4_2_000054-000085,people
woman_058_94232465_a135df2711_2_000013-000051,woman
woman_017_460350019_af60511a3b_3_000017-000051,woman
canoes_042_3092200805_dd1f83ddbe_4_000091-000152,canoe
woods_003_2410040397_1a161a1146_3_000119-000176,wood
swims_049_2822891602_ff61df2ece_2_000028-000070,swim
man_007_3403370354_5d266873b4_1_000011-000036,man
window_016_2148013097_6a4f495bc5_0_000152-000207,window
men_074_2653552905_4301449235_0_000028-000047,man
dog_127_398413603_166896900f_1_000102-000141,dog
dog_114_3708839890_ed448012cf_0_000047-000075,dog
sunset_091_265223843_9ef21e1872_4_000113-000172,sunset
people_045_380527679_574749123d_4_000000-000038,people
smiling_083_3412249548_00820fc4ca_1_000329-000395,smile
dog_007_707941195_4386109029_3_000012-000047,dog
signs_017_3257207516_9d2bc0ea04_3_000485-000537,sign
plays_042_766061382_6c7ff514c4_0_000217-000254,play
chewing_046_2857558098_98e9249284_0_000060-000096,chew
woman_005_3084034954_fe5737197d_2_000240-000291,woman
toy_099_316833109_6500b526dc_2_000067-000098,toy
crowd_016_2252123185_487f21e336_2_000013-000043,crowd
girl_005_544122267_e9e0100bc5_0_000018-000059,girl
wall_087_2635023078_6dae04758f_2_000313-000348,wall
boy_019_3251646144_d9f4ccca3f_1_000015-000031,boy
man_071_2267819545_446c5a3e18_2_000011-000052,man
dog_038_410422753_de506155fa_4_000149-000186,dog
tunnel_006_532131603_c82d454c8a_2_000187-000232,tunnel
group_007_444881000_bba92e585c_2_000011-000041,group
boxing_007_3544803461_a418ca611e_0_000277-000333,boxing
women_030_3084011028_d1e2c40d7d_4_000036-000078,woman
boy_101_2521878609_146143708e_2_000048-000077,boy
dog_066_2274602044_b3d55df235_1_000169-000211,dog
child_018_3159092624_66af4e207e_3_000045-000087,child
girls_022_3056530884_27766059bc_2_000032-000078,girl
sidewalk_002_3228960484_9aab98b91a_0_000125-000196,sidewalk
girl_018_1002674143_1b742ab4b8_4_000027-000049,girl
mouth_021_390671130_09fdccd52f_2_000273-000300,mouth
fish_005_245442617_407eba1e98_0_000310-000370,fish
dog_049_2061397486_53a61e17c5_0_000050-000077,dog
water_168_3638577494_fe55f7b4cb_3_000125-000182,water
swing_017_510510783_b2cf5d57bb_1_000250-000289,swing
woman_086_514036362_5f2b9b7314_3_000012-000047,woman
boy_011_3035785330_2fd5e32bb1_4_000043-000067,boy
dog_085_3028561714_83fb921067_2_000102-000142,dog
running_052_2790909995_8b7a03d9d1_0_000101-000137,run
boy_041_2949014128_0d96196261_0_000252-000279,boy
dogs_007_2368266191_87d77750f1_3_000018-000059,dog
fence_007_2065875490_a46b58c12b_1_000111-000152,fence
looks_005_905355838_3a43fdfd4e_2_000336-000367,look
water_123_2671602981_4edde92658_0_000218-000260,water
man_017_3247423890_163f00a2cb_4_000012-000042,man
colors_030_2144049642_070cf541b4_2_000082-000136,color
game_004_1975171469_84e425f61b_4_000213-000249,game
field_021_3122888809_9ae9b4b9b2_1_000399-000436,field
grass_123_2257798999_d9d1b9a45a_2_000159-000200,grass
snow_090_340425915_490293058f_2_000217-000273,snow
group_070_380527679_574749123d_2_000014-000037,group
camera_157_3258391809_38fc6211f7_2_000125-000186,camera
dog_007_2465691083_894fc48af6_0_000097-000139,dog
dogs_114_2600442766_e750ec9a56_3_000022-000053,dog
girl_027_3168354472_866fe70d36_4_000039-000076,girl
fighting_036_3220140234_e072856e6c_1_000134-000175,fight
dog_019_3726168984_1fa2c8965b_2_000113-000135,dog
bed_085_1453366750_6e8cf601bf_2_000106-000135,bed
dog_028_2392625002_83a5a0978f_0_000010-000042,dog
beads_066_3679405397_bb130ea3c2_4_000099-000141,bead
girls_045_3018467501_a03d404413_1_000081-000124,girl
car_110_1417637704_572b4d6557_3_000222-000263,car
dogs_104_315021440_122d56ebd7_1_000022-000065,dog
rock_053_482907079_22085ada04_1_000207-000239,rock
puddle_005_2873431806_86a56cdae8_2_000335-000377,puddle
ground_026_3442272060_f9155194c2_0_000092-000129,ground
dress_007_3665996775_6d7d9a46f1_0_000165-000204,dress
boy_032_3587077732_0933f1677b_1_000014-000033,boy
fence_062_2039457436_fc30f5e1ce_3_000338-000364,fence
man_046_3676788491_01e9bc5f15_1_000007-000033,man
girls_049_3672109677_8caa992671_4_000026-000064,girl
dog_007_3090386315_87ed417814_0_000010-000046,dog
poodle_085_2842032768_9d9ce04385_1_000040-000082,poodle
girl_045_3565021218_d2bc1aa644_0_000045-000089,girl
sign_014_2376694294_9a4ecc3b90_0_000380-000424,sign
throw_021_3362592729_893e26b806_2_000211-000235,throw
woman_066_3490044563_8eb551ef59_2_000095-000123,woman
girl_002_3703035378_c6034cac51_3_000067-000104,girl
sits_007_1191338263_a4fa073154_3_000056-000090,sit
woman_004_279550225_d64d56158a_4_000247-000282,woman
dog_049_3471571540_b4ab77f20d_0_000534-000564,dog
children_028_2650485780_29d89268d7_1_000049-000093,child
chasing_017_2507182524_7e83c6de82_0_000211-000263,chase
swims_046_2066271441_1f1f056c01_0_000178-000223,swim
people_077_3425573919_409d9e15b2_0_000045-000084,people
man_070_2587846523_b177c9a3e3_3_000014-000044,man
seat_017_2751694538_fffa3d307d_0_000185-000228,seat
girls_037_3286406057_a1668655af_1_000068-000094,girl
water_007_856985136_649c0a3881_3_000301-000344,water
parade_125_421706022_1ddb6a7a78_2_000207-000276,parade
team_058_2921793132_ef19f1dd44_0_000077-000117,team
hallway_114_1481062342_d9e34366c4_4_000134-000182,hallway
bubbles_061_2599903773_0f724d8f63_4_000240-000289,bubble
stands_083_1285874746_486731a954_3_000133-000174,stand
dog_009_3148647065_2d6cd88cf6_4_000069-000114,dog
ears_006_2607383384_d9ce9de793_2_000318-000375,ear
spots_011_2584957647_4f9235c150_3_000114-000158,spot
swing_019_3476709230_6439305bf2_0_000156-000180,swing
woman_004_3227140905_1d7e30e4c4_4_000424-000457,woman
hurdle_005_271637337_0700f307cf_1_000264-000327,hurdle
man_006_2831314869_5025300133_1_000007-000030,man
woman_010_3400385314_a5bc062e97_1_000072-000128,woman
dog_002_2186139563_e60c1d4b8b_4_000038-000086,dog
puddle_077_3262647146_a53770a21d_2_000141-000173,puddle
group_119_3643684688_2f7157b23d_0_000016-000045,group
puppy_052_2299427360_422a3fb8b0_2_000051-000092,puppy
boys_002_3019667009_20db160195_4_000042-000095,boy
crowd_017_3074265400_bf9e10621e_4_000045-000078,crowd
couch_023_3136674757_57406c305c_2_000275-000334,couch
girl_028_2545363449_1985903f82_2_000017-000045,girl
girls_038_3206058778_7053ee6b52_4_000028-000069,girl
wall_023_3183195185_cd0ff994a1_4_000324-000377,wall
girl_104_1295669416_21cabf594d_2_000010-000044,girl
carries_151_3280672302_2967177653_0_000046-000095,carry
snow_096_2272426567_9e9fb79db0_0_000124-000160,snow
boy_043_3331190056_09f4ca9fd2_0_000159-000182,boy
standing_120_2433175169_da939372f2_0_000052-000093,stand
bird_086_2860041212_797afd6ccf_0_000137-000170,bird
dog_042_3626998066_3ae11ee278_0_000218-000257,dog
eyes_022_3282925526_535ff9f2b2_1_000321-000375,eye
jumping_005_3323528927_7b21081271_3_000339-000385,jump
boys_007_3283626303_8e23d4a842_4_000028-000059,boy
group_101_241374292_11e3198daa_2_000000-000036,group
sitting_052_3527184455_1a9c074ff2_0_000280-000323,sit
raincoat_033_3424927725_c4d1fcfac3_1_000135-000193,raincoat
counters_016_3026102616_3cf350af9e_1_000186-000231,counter
jumping_049_128912885_8350d277a4_2_000077-000114,jump
man_030_3207676216_48478bce97_2_000020-000064,man
play_007_2863349041_5eba6e3e21_0_000062-000084,play
dogs_046_2632381125_de32bdfdf6_3_000015-000047,dog
bird_051_3331102049_bc65cf6198_0_000012-000052,bird
water_069_2564663851_3a9832e4fc_1_000164-000189,water
posing_072_2878705136_609dfbf318_1_000159-000211,pose
car_011_1787222774_d5c68cce53_4_000170-000207,car
dog_152_3429581486_4556471d1a_0_000107-000145,dog
play_058_2426828433_ce894d1c54_1_000113-000139,play
baseball_007_3603116579_4a28a932e2_3_000078-000143,baseball
uniforms_003_2266901263_4324af1f03_0_000224-000292,uniform
dog_087_424506167_01f365726b_2_000048-000075,dog
dog_075_3026102616_3cf350af9e_2_000018-000045,dog
ride_007_3217240672_b99a682026_0_000088-000116,ride
men_171_3279228339_71deaa3d9b_4_000022-000038,man
